round_id,scene_id,qx,qy,qz,qw,x,y,z,width,score,label,integration_time,planning_time
5,b3f9b18069e644c192665a08ab513291,-0.9578188480735076,-0.28726025884906087,-0.00782124311177708,-0.0018509773893908054,0.08250000000000002,0.18000000000000005,0.13500000000000004,0.044805604219436655,0.9864618,1,0.024885892868041992,0.013549566268920898
5,ce8773524e8047c6aebc3015798a2918,-0.9689129951107053,-0.21161714982729155,-0.12631643287935126,-0.021678297654855586,0.07500000000000001,0.08250000000000002,0.12000000000000002,0.060722837448120126,0.9079321,1,0.025010108947753906,0.013614416122436523
5,68c75cbb9abb4297afad901f745ee407,-0.7686915592247021,-0.6380253595704563,0.042744782904098784,-0.014484849193824012,0.22500000000000003,0.21750000000000005,0.12750000000000003,0.06625749349594118,0.9693471,1,0.03248453140258789,0.018065452575683594
5,5d324021b1c34df290fbf10f7dcbf26e,-0.9798911320446303,-0.19778487301403935,0.025126446311756027,0.007948272947984539,0.18750000000000003,0.15750000000000003,0.12750000000000003,0.05685669422149659,0.9925931,1,0.041529178619384766,0.017670154571533203
6,2e15117ff0ea4c7592e74c3967f099e6,-0.9944546067474187,-0.09951108390143248,-0.027465467627444118,-0.020080522592920116,0.15000000000000002,0.12000000000000002,0.15750000000000003,0.047912124395370494,0.9787496,1,0.041852712631225586,0.017813682556152344
6,d909ead56e4f4f0a94eb879a54f21260,-0.8966322227502379,-0.4415786107338298,0.01418451171325966,-0.029288006005956057,0.09750000000000002,0.19500000000000003,0.12750000000000003,0.051379544734954846,0.9631499,1,0.027629852294921875,0.01354360580444336
6,3a693e1a0bbe4944993bf5237e7d89e7,-0.9972174736167542,0.07087379250812352,-0.01654985443579773,-0.016134378422725366,0.05250000000000001,0.13500000000000004,0.13500000000000004,0.05582520604133607,0.9912923,1,0.02505779266357422,0.017015457153320312
6,4129d4d07a5e41709fa63392afcea243,-0.9337070235763567,0.35566020954707944,-0.031409387378039166,0.026654452792067723,0.17250000000000004,0.24000000000000005,0.12750000000000003,0.06476376771926881,0.9457914,1,0.03180837631225586,0.01437997817993164
6,f8d416381b834ed1bf794bcaf20fb837,-0.9965647956828513,0.06591752851588528,-0.03634646871615966,-0.034531458871868724,0.19500000000000003,0.13500000000000004,0.12750000000000003,0.06202468872070314,0.99232507,1,0.025098562240600586,0.0154571533203125
7,335f010e482b41a8923ce0bd4cc6f818,-0.8059752454322676,0.5368540200971303,-0.16279616691014093,-0.18891551787852603,0.09750000000000002,0.22500000000000003,0.12000000000000002,0.04501144766807557,0.98496777,1,0.025884628295898438,0.013468265533447266
7,7b775ba49eb1414db9306b1d212c7ccb,-0.9370865118701365,-0.3461913349067107,0.04236876440584074,-0.015010553264042104,0.23250000000000004,0.12000000000000002,0.12750000000000003,0.05208708286285402,0.96089226,1,0.026137351989746094,0.01432490348815918
7,e53bb9a076054e3496aba3c826cda253,-0.9370548494260447,0.32389529741512696,0.06348842971068903,0.11397045569958053,0.20250000000000004,0.037500000000000006,0.12000000000000002,0.053109580278396615,0.97310334,1,0.025370121002197266,0.01389455795288086
7,3ea7a08ecda944f8a45c54f92635de8e,-0.9060405168208685,-0.41966159409038334,0.038484526088577185,-0.038648021634094816,0.11250000000000002,0.09000000000000002,0.13500000000000004,0.042557426691055306,0.9894583,1,0.025003910064697266,0.013720989227294922
7,96d46e1248e948089f020180c432551c,-0.7342076556018786,-0.6781559271001597,-0.006880244851372454,-0.031564524791306926,0.05250000000000001,0.09750000000000002,0.12000000000000002,0.05399460554122926,0.98968077,1,0.034812211990356445,0.0177004337310791
8,55460a55ab244467af3ad9ce053b78cc,-0.9418565733713631,0.33505913980933855,-0.014605862247920105,-0.020693883525695175,0.13500000000000004,0.15000000000000002,0.16500000000000004,0.06305635929107667,0.9815159,1,0.042789459228515625,0.017731428146362305
8,f76b8889083b4d0d8432baf1493586ec,-0.9696562193367003,-0.2380735549711959,0.03725969983241726,0.0412251560752899,0.07500000000000001,0.17250000000000004,0.12750000000000003,0.05053335785865785,0.976564,1,0.03377985954284668,0.013645172119140625
8,46597616583642a2abfd7cb84b3465ab,-0.9993257945174299,0.01347505265087666,-0.014645127267555106,0.030852870457717833,0.12000000000000002,0.24000000000000005,0.12750000000000003,0.049118449687957776,0.9912171,1,0.0256044864654541,0.013635635375976562
8,b5869e4da8dd4e71b886aa5daf533391,-0.9943178394630195,-0.09154092611196243,0.042321365746065286,0.03407631103192806,0.24750000000000005,0.04500000000000001,0.12750000000000003,0.05904729008674623,0.98915917,1,0.02542734146118164,0.013579368591308594
8,126453d9e05b4d37ba59eb49bdfa03df,-0.8965967877599743,-0.442654728099501,0.010017580334846165,0.00840475781252119,0.12750000000000003,0.11250000000000002,0.12750000000000003,0.05261143684387208,0.9935573,1,0.025786161422729492,0.01383662223815918
9,30d48e280a8b486984054c9fb3cfb0a8,-0.7592030366506953,-0.6501387528061938,-0.018505929522823195,0.02424627419761595,0.04500000000000001,0.09000000000000002,0.11250000000000002,0.06071490526199342,0.9794819,1,0.028905153274536133,0.017542123794555664
9,bd2c24cfc15346e1b84dae9e53360f7f,-0.9310430423444901,0.3646795504570083,0.012185009373251898,0.004382274177199105,0.19500000000000003,0.16500000000000004,0.15750000000000003,0.04870454192161561,0.97868454,0,0.040802717208862305,0.019528865814208984
9,672afb31b87d4f79b77cf02e283523a1,-0.9671966562343588,-0.25078143458071867,0.03610800777290742,0.01831698701707929,0.14250000000000002,0.06000000000000001,0.12750000000000003,0.05874784469604493,0.99250257,1,0.041495323181152344,0.017193317413330078
9,3f9ce7aabf7d4765ba43a618b854ebaa,-0.9310824287631103,0.3617088501585465,-0.006123247564684163,0.04706085852203869,0.18750000000000003,0.14250000000000002,0.12000000000000002,0.06912363052368166,0.95348144,1,0.02458977699279785,0.013596296310424805
9,f7f2fcd5d23648d6a99b6a950a81f7be,-0.7806624703748495,-0.624883884835687,0.007871514119295034,-0.0049271783372295585,0.22500000000000003,0.24000000000000005,0.12000000000000002,0.055950554609298715,0.9799443,1,0.040428876876831055,0.017734289169311523
9,7cb28cf3e29b4a33a477c686eccc6242,-0.9013145090451437,-0.43173629622744225,0.03360917464132693,-0.010312598336538002,0.10500000000000002,0.22500000000000003,0.12000000000000002,0.056161136627197274,0.98120034,1,0.03960371017456055,0.018649816513061523
10,73d75a5f92ee4900b148669e30d21af2,-0.8227502674609338,-0.5587175468739568,0.07069508706397581,-0.07693441930064147,0.21000000000000005,0.25500000000000006,0.12000000000000002,0.046978168487548835,0.9170707,0,0.027125835418701172,0.013409852981567383
10,a3f28ce40d2140bba4257349fdbfcfaf,-0.9366277779127081,0.3378031072227846,-0.0910144405146032,-0.018271234516266215,0.11250000000000002,0.22500000000000003,0.12750000000000003,0.0487450397014618,0.92375153,1,0.026159048080444336,0.013570070266723633
10,f5fb102e5051444aa84bafab3004887c,-0.8349522613882293,0.3503436007860589,0.4207902084155485,-0.05522393586607275,0.18000000000000005,0.0075000000000000015,0.12000000000000002,0.038785032033920294,0.9931596,0,0.025638580322265625,0.013671636581420898
10,f4335b597bdd43edac6dd5b6e9a76a2d,-0.9814156278368175,0.1854443732577556,-0.0036753779315281997,0.04919594964795349,0.18750000000000003,0.14250000000000002,0.17250000000000004,0.04902317762374879,0.99632496,1,0.026020050048828125,0.013478755950927734
10,311fac599af94b4c8357b254b8c52ed7,-0.9553943620892752,-0.29497855125028205,0.006504166234390781,0.012921416791794095,0.21000000000000005,0.21000000000000005,0.12000000000000002,0.06366888999938966,0.97362405,1,0.028549909591674805,0.014089584350585938
10,82c871b6ae674199844f528d8610c101,-0.5045228091917596,0.8078385731550579,0.22167858865700182,-0.20907457535313848,0.17250000000000004,0.0,0.12000000000000002,0.041791770458221446,0.99783343,0,0.025231361389160156,0.013598203659057617
10,17aab8e8b42245679cb1ba81c33cd563,-0.9407113189234115,0.3204162417060404,-0.10545099520779369,-0.035717420260116386,0.09750000000000002,0.15750000000000003,0.12750000000000003,0.051500895023345955,0.9796447,1,0.025449514389038086,0.014351606369018555
10,68839951c90c4bd9b501b66582ddb094,-0.9843316209949967,0.17568148481445608,-0.0146394895038178,0.0036001596933452748,0.15750000000000003,0.04500000000000001,0.12750000000000003,0.05109337806701661,0.990962,1,0.02614593505859375,0.01411747932434082
11,9f9ef335620542669d7699e3141342f9,-0.9322984856263175,0.3461688849103339,0.08291034652462917,0.06412886446817184,0.15750000000000003,0.07500000000000001,0.13500000000000004,0.03962899446487428,0.9666093,1,0.03582167625427246,0.021030664443969727
11,f2e419fe42b24705bc4b5e6696280c86,-0.7871611707702574,-0.6165612334756448,0.00045502342943716095,-0.01514363101333509,0.05250000000000001,0.05250000000000001,0.12750000000000003,0.05410434365272523,0.98146904,1,0.040711402893066406,0.018074989318847656
11,edf008cc2b5c40f8943a51ed5fe01788,-0.9689495249814916,0.24641693382172639,0.002656318255296029,-0.02021031264892976,0.11250000000000002,0.13500000000000004,0.13500000000000004,0.05801420688629152,0.9718602,1,0.03344464302062988,0.013752222061157227
11,92407fcea33949b2a23b6db8f7575bc0,-0.9311522225097913,0.3628977892989426,-0.021500731326507146,0.028256885699621426,0.18750000000000003,0.16500000000000004,0.12750000000000003,0.04865713834762574,0.99059135,1,0.027431011199951172,0.01378631591796875
11,3400585a127a4f1db078ee4b73c30dfa,-0.9940193262442332,0.10410872187971117,0.01641070366355812,0.028594438039607234,0.06750000000000002,0.17250000000000004,0.11250000000000002,0.059733159542083754,0.9698477,1,0.0253753662109375,0.013720512390136719
12,8bdb9cd5b08645b78683be258ea758ff,-0.9815403285694062,-0.1897841886861243,0.006512234564884355,0.022762599095530005,0.06750000000000002,0.18000000000000005,0.13500000000000004,0.05572547793388368,0.99338776,1,0.02847146987915039,0.014395713806152344
12,4e085bd27eb547359c92434604c0b555,-0.8673798223559301,-0.49558948223075017,-0.044606680790345625,0.007317984758146301,0.09750000000000002,0.08250000000000002,0.12000000000000002,0.036734361648559574,0.9917448,0,0.029602766036987305,0.014166593551635742
12,4d6a1aac05b7407d8ea70cb18493b46e,-0.9069931095234819,-0.4206574048582422,-0.020150835103680154,0.0021888032068707857,0.21000000000000005,0.15750000000000003,0.18000000000000005,0.06264304876327516,0.98488885,1,0.027103424072265625,0.013666868209838867
12,2cd549b71bf14a94b3e0108980eb48b6,-0.7836684517191537,-0.6209022349341538,0.018066501089460178,-0.004215918910737872,0.23250000000000004,0.20250000000000004,0.12000000000000002,0.05891900181770326,0.96298707,1,0.026153564453125,0.013610363006591797
12,f288af1d20334eb0a889af8d28ca1a41,-0.8172315195755407,-0.5746203369153383,0.041008374030992445,-0.016199539341906346,0.16500000000000004,0.15750000000000003,0.12000000000000002,0.05727460384368897,0.9848831,1,0.025238037109375,0.013751745223999023
12,3dae482e488d4a57a0703cb5a292eb3b,-0.9055700156229564,-0.42355405409555125,0.021517335575526077,-0.009050653765981706,0.11250000000000002,0.11250000000000002,0.12000000000000002,0.057340654134750375,0.992035,1,0.025400161743164062,0.013379335403442383
13,272844b6d4f44383af52d77c4a8ebd7a,-0.9998841455158397,-0.004502385931024114,-0.013493910660546508,0.00541649721429108,0.23250000000000004,0.14250000000000002,0.12750000000000003,0.05076179265975953,0.9767519,1,0.02587151527404785,0.015413284301757812
13,10c9a38e59654117bdcb1dfd1bae18be,-0.9641704781317179,0.2631185413382797,-0.0322382159503076,-0.010228378933728405,0.04500000000000001,0.16500000000000004,0.11250000000000002,0.05619739294052125,0.9272467,0,0.03992128372192383,0.017859458923339844
13,b47dfbe5fd4f42caa18cdee0274d64f3,-0.7514073239071662,-0.6581554996970566,0.03146085509921488,-0.035051196750113735,0.16500000000000004,0.20250000000000004,0.12750000000000003,0.056758986711502084,0.95763004,1,0.04093456268310547,0.017929553985595703
13,7e323d3d87384e0ba94d0e5be1f6cc21,-0.9988443135724964,0.04055448572911762,-0.011753082134544004,0.02296161996623605,0.21750000000000005,0.24750000000000005,0.11250000000000002,0.05744414448738099,0.97549886,1,0.025851726531982422,0.014331340789794922
13,9a252b3a9c124629aa60cf4da7136b09,-0.9424033512084424,0.3342573467821295,0.0034161018068905443,0.011673902591393061,0.15000000000000002,0.12000000000000002,0.12750000000000003,0.06259972572326661,0.9781598,1,0.027881860733032227,0.013505935668945312
13,abbaa66f15a549ff8315012cb978365b,-0.9341331726086263,0.35634675643860403,-0.012260667055920778,0.016182739297548446,0.06750000000000002,0.15000000000000002,0.11250000000000002,0.05667204380035402,0.95960724,1,0.02555108070373535,0.013876199722290039
14,7e60efbad5c940dcbbf46978cb51f701,-0.9786133982936134,0.17074754172402867,0.08713700284600234,0.07462061652413944,0.19500000000000003,0.07500000000000001,0.11250000000000002,0.044257907867431646,0.9605714,1,0.024936437606811523,0.013692140579223633
14,b8ac52c7ad4541408b3ab9aa0a54c1b4,-0.7378480321255007,-0.67463170447413,0.013184784709359739,-0.016688506794326513,0.11250000000000002,0.15750000000000003,0.12750000000000003,0.05635815024375917,0.9804587,1,0.025371313095092773,0.013844013214111328
14,d7289d03f2c6484c8a64bc5a3ecce87c,-0.7376677901236082,-0.6751466312266916,-0.0003875559149262497,-0.004807032121270404,0.11250000000000002,0.21000000000000005,0.12000000000000002,0.0554176425933838,0.9761156,0,0.02800297737121582,0.013514041900634766
14,5579cf058aaa4c86bf5f92f6ac6d2e51,-0.7177888002693167,-0.6959818453944616,-0.013180039543419687,0.014655908258745074,0.10500000000000002,0.21000000000000005,0.12750000000000003,0.05532750606536866,0.9742117,1,0.0252225399017334,0.013622283935546875
14,67ee44f74d1249bba8b393f1f0090eae,-0.7395251515709976,-0.6719297336324679,0.03568790251918894,-0.018421641302402536,0.11250000000000002,0.10500000000000002,0.12000000000000002,0.06446635723114015,0.97573096,1,0.0254518985748291,0.013892889022827148
14,f96ba8d7e3da49f7b5884e72a4021c6e,-0.7663735721892563,-0.6303287127547766,-0.11704225054266473,0.040723129971718924,0.21000000000000005,0.15750000000000003,0.12000000000000002,0.05840928196907045,0.96737486,1,0.02539992332458496,0.01359415054321289
15,37e376333f9e4928be3307812c4e8f91,-0.996269601593011,-0.08131093936456867,-0.018361698067285485,0.022321741093388622,0.21000000000000005,0.09750000000000002,0.17250000000000004,0.05859325647354127,0.9940486,1,0.030019044876098633,0.019440889358520508
15,385e23b96f954123a67a52a0688c56a6,-0.9462917870664127,0.3147363505577075,-0.048545534101508046,0.055823064113950265,0.20250000000000004,0.08250000000000002,0.12750000000000003,0.05788914442062379,0.98516035,1,0.04933929443359375,0.017819881439208984
15,f24f4afdba1545b2b27779b2149812ed,-0.7948828295315844,-0.6020231809472676,-0.07205452729873142,0.023184520994670235,0.06000000000000001,0.14250000000000002,0.16500000000000004,0.055143470764160166,0.9925519,1,0.040857791900634766,0.013605833053588867
15,08c10a130eac4f27958d4a061f7782bb,-0.7003682035063826,-0.7135771299383502,-0.0017961590582176471,0.016995086314182107,0.14250000000000002,0.18000000000000005,0.12000000000000002,0.054907318353652965,0.97416127,1,0.02976202964782715,0.013697624206542969
15,a8b12b083b9d45589bd16567a810fef7,-0.8995474097317424,-0.4066920035064854,-0.159142272743762,0.009476758662318948,0.04500000000000001,0.21000000000000005,0.11250000000000002,0.057181195020675674,0.9828214,1,0.025019407272338867,0.013794660568237305
16,b25576165fa643c6a5bd37e79149347e,-0.9223538438079357,-0.38535910013039415,0.023068833598272998,-0.015151886873732721,0.20250000000000004,0.15000000000000002,0.17250000000000004,0.058440399169921886,0.99005765,1,0.027446508407592773,0.01373600959777832
16,fa946b58e27940fe9b0e248fac68dbef,-0.9308255958740703,0.36325556226612726,-0.04010545482993969,0.0008118135779933688,0.14250000000000002,0.24750000000000005,0.12750000000000003,0.04839435338974,0.9801781,1,0.026222705841064453,0.013712406158447266
16,3200bb58fc9141f2aec8ad7044aa9a26,-0.9585549380218856,0.27516410170633065,0.05473329582087191,0.049612642084373625,0.19500000000000003,0.09750000000000002,0.12750000000000003,0.05720690846443177,0.9875251,1,0.025385141372680664,0.013534307479858398
16,6cded280d867429b948fe3e236a4cfff,-0.9315897343376792,0.3591508382665636,-0.05431581754354011,-0.014178653449941347,0.06750000000000002,0.18750000000000003,0.12750000000000003,0.05010019898414613,0.9889299,1,0.025113582611083984,0.013839483261108398
16,67586a70b51049299aa8a3d8df386121,-0.8986787853994004,-0.43746167624767485,0.03129566688604319,-0.0049298805047128,0.10500000000000002,0.11250000000000002,0.12750000000000003,0.06485813140869141,0.99095047,1,0.02529740333557129,0.013442039489746094
17,f502402c8cdc4e8e8d5a980cb387ae62,-0.902733693498916,-0.42878800952334806,0.030542532471429094,0.016729471630695724,0.12000000000000002,0.17250000000000004,0.15000000000000002,0.041896340847015386,0.9598434,1,0.025256872177124023,0.013654232025146484
17,887bc2b0c8ee4a6fb92525d5d0fca86e,-0.9988399947851552,0.040924294176010435,0.015070341866996028,0.020414498764313813,0.24750000000000005,0.10500000000000002,0.11250000000000002,0.06368279457092287,0.94745743,1,0.025667905807495117,0.01781153678894043
17,34480570b6904ae88ab2ffe5311a5bb6,-0.8882381368738984,-0.33784675070393866,-0.3089674339465186,0.03783794394625569,0.09000000000000002,0.10500000000000002,0.12000000000000002,0.053171628713607796,0.9476651,1,0.04148221015930176,0.018909215927124023
17,3779816b11ab436292eee6a8f46508f4,-0.8747783882952416,-0.48414972333990625,-0.015244750277508698,-0.011376042829046949,0.14250000000000002,0.21000000000000005,0.12750000000000003,0.05341162562370301,0.9858357,1,0.04329037666320801,0.017370223999023438
17,e1b368cdd7d94ab2ad56410ec9542218,-0.9474928037262343,0.31779705331704716,-0.02566572558681071,0.024570110298975455,0.15750000000000003,0.12750000000000003,0.11250000000000002,0.06662381172180178,0.96442133,1,0.02829289436340332,0.013543128967285156
18,2a2f22b2de054c84b381716ab908a126,-0.931072873170817,-0.34896936353479385,-0.10635364599792642,-0.0035482590813486117,0.05250000000000001,0.09000000000000002,0.12000000000000002,0.05819668292999269,0.9754948,1,0.028426647186279297,0.013561725616455078
18,dfca4c10c1384a4d8bfb729a427f34ff,-0.9964865179567078,0.08187178793085867,-0.0016549621324639173,0.017575294360561232,0.15000000000000002,0.17250000000000004,0.17250000000000004,0.04410718202590943,0.9938801,1,0.025356531143188477,0.013687610626220703
18,77b524c802824c14855bef5a12faa7a2,-0.9840230283993755,-0.16768787696067455,0.022291034320225913,0.05552085454203885,0.24000000000000005,0.04500000000000001,0.13500000000000004,0.05680427670478822,0.9794951,1,0.02489614486694336,0.014432668685913086
18,5ee38529130e4411a179bef13ae3697f,-0.9182218671068428,0.296663664036221,-0.23031730352414462,-0.12575059802957053,0.15000000000000002,0.16500000000000004,0.12000000000000002,0.04298911929130555,0.9603488,1,0.0250244140625,0.013592720031738281
18,566bf43d1f5c45b9b91e2036113e6e57,-0.9610030972717999,-0.27590654223680605,-0.00977878491525259,0.01590604760832542,0.18000000000000005,0.07500000000000001,0.12750000000000003,0.06014787197113038,0.99514294,1,0.024880170822143555,0.013402700424194336
19,7b24b56c59834286b0da0e33b44b0877,-0.9830025618602164,-0.17979315659959072,0.009698457609493935,0.03586536123062414,0.23250000000000004,0.12000000000000002,0.11250000000000002,0.05062517523765565,0.95653886,0,0.025725126266479492,0.013852357864379883
19,24dd1008fd1b47d4a93430cab6ca288c,-0.9975459500319088,-0.0528352474433768,0.010115833549740275,0.044812767311645484,0.25500000000000006,0.23250000000000004,0.12750000000000003,0.06735978126525881,0.98429155,1,0.025127887725830078,0.013915538787841797
19,71afae1691754e46a1dc482ff2a6aa9a,-0.9620594042814259,-0.25794561787224934,-0.08790228205691854,0.013377206859331917,0.04500000000000001,0.18750000000000003,0.11250000000000002,0.053289992809295667,0.9367198,1,0.0255126953125,0.013733863830566406
19,ce9d1c823e334cffb8c6a31f94929af5,-0.9208002808418905,-0.35187752223147994,-0.1670809153117674,0.01982472921156539,0.11250000000000002,0.05250000000000001,0.12000000000000002,0.046340056657791145,0.9906962,1,0.03533220291137695,0.01778244972229004
19,fbc3a11d468d45eda469ce1f0d7acd0d,-0.9155609574343193,0.4021132239474195,-0.006114509332461387,-0.003962464408470953,0.12000000000000002,0.20250000000000004,0.12750000000000003,0.06452779769897463,0.9721882,0,0.0421292781829834,0.018250703811645508
19,7fdf631326fb4db2a0a54164999e62a5,-0.7948456086013667,-0.5966303703952851,-0.09856225897708339,0.05037996342239929,0.10500000000000002,0.12750000000000003,0.12000000000000002,0.04476910829544068,0.92041594,1,0.05107712745666504,0.013730764389038086
19,aeb124a17b2c40f68ac9fc72c489b97e,-0.8521510082337713,-0.5226062499384261,0.026843219142445116,0.0008990425647159854,0.21000000000000005,0.14250000000000002,0.12000000000000002,0.06491327047348024,0.9720474,1,0.02505779266357422,0.0136260986328125
